size_kb,seq,random,random_idx
826,1.38818,14.8826,2.5096
827,1.43252,14.8079,2.51688
828,1.3977,14.5621,2.45361
829,1.38058,14.5887,2.52348
830,1.36211,14.0092,2.51589
831,1.38654,14.6932,2.49075
832,1.38901,14.5789,2.513
833,1.41924,15.0725,2.43553
834,1.3902,14.6753,2.43143
835,1.38638,14.9853,2.43147
836,1.41121,14.7491,2.4631
837,1.45324,14.9899,2.42977
838,1.38592,14.0514,2.41924
839,1.38446,13.3307,2.43239
840,1.39316,14.3668,2.47148
841,1.37219,14.1913,2.49937
842,1.5091,14.5538,2.46074
843,1.38607,14.7707,2.40917
844,1.35837,14.794,2.44325
845,1.38822,14.9611,2.45239
846,1.38037,15.0121,2.4941
847,1.38223,15.0812,2.502
848,1.38776,14.9396,2.4501
849,1.40584,14.7907,2.47176
850,1.36751,14.8882,2.45399
851,1.35125,14.3698,2.47829
852,1.38741,14.9041,2.48809
853,1.38674,13.7076,2.49537
854,1.38051,14.4944,2.50378
855,1.39501,14.4788,2.55055
856,1.39511,14.6067,2.4895
857,1.38812,14.9555,2.64874
858,1.38172,14.7195,4.37653
859,1.39023,14.3088,2.49952
860,1.38518,15.1592,2.50443
861,1.38624,14.8577,2.50419
862,1.37835,14.5976,2.49367
863,1.3855,14.8862,2.45238
864,1.37972,14.9527,2.45866
865,1.38837,15.027,2.49394
866,1.40154,14.8244,2.48235
867,1.34562,14.875,2.46169
868,1.42893,14.4662,2.51953
869,1.40274,14.8028,2.51304
870,1.38944,14.7422,2.46565
871,1.40612,14.7344,2.48166
872,1.37892,14.6725,2.45097
873,1.38034,15.0492,2.488
874,1.38533,13.565,2.59215
875,1.39519,14.859,2.49487
876,1.38704,14.9643,2.53435
877,1.46234,18.7744,3.17967
878,1.44685,15.0241,2.53886
879,1.39742,14.7294,2.54344
880,1.39565,14.3225,2.53775
881,1.36743,14.0235,2.50116
882,1.39435,14.6853,2.49089
883,1.39741,14.8405,2.56554
884,1.39416,14.8245,2.50901
885,1.39852,14.8548,2.51878
886,1.41027,14.8751,2.60371
887,1.39055,14.0892,2.50662
888,1.39582,14.5447,2.54297
889,1.39813,14.8079,2.50892
890,1.39066,14.8325,2.50721
891,1.38947,15.2539,2.57031
892,1.38129,14.478,2.48779
893,1.37662,14.1862,2.56658
894,1.40132,14.5386,2.55728
895,1.39371,14.8333,2.56194
896,1.38922,14.8667,2.53491
897,1.42333,15.1475,2.53245
898,1.36859,15.5242,2.53383
899,1.38605,14.7012,2.53065
900,1.38669,14.8055,2.52547
901,1.38188,14.8346,2.54433
902,1.39053,15.1692,2.60354
903,1.39098,14.7173,2.53961
904,1.38038,14.19,2.53317
905,1.39353,15.1755,2.55321
906,1.38837,15.2502,2.54459
907,1.38359,15.0366,2.60221
908,1.39019,14.9906,2.54188
909,1.40166,14.3864,2.55281
910,1.37344,13.9725,2.53792
911,1.39768,15.0001,2.5382
912,1.38284,15.1673,2.54567
913,1.38797,15.205,2.54881
914,1.41302,14.9541,2.56433
915,1.39713,14.9892,2.56475
916,1.3879,15.0341,2.55425
917,1.39856,14.6839,2.61158
918,1.39775,14.8255,2.56549
919,1.39016,14.9345,2.52753
920,1.43448,15.2594,2.53815
921,1.38999,14.8123,2.51954
922,1.38225,15.1822,2.51859
923,1.38822,15.2662,2.58394
924,1.43359,15.3432,2.56587
925,1.38167,14.2121,2.50368
926,1.39701,14.3289,2.50559
927,1.3925,15.1983,2.5089
928,1.38198,14.6839,2.57886
929,1.40027,14.9159,2.56902
930,1.38836,14.8875,2.53327
931,1.37012,14.9207,2.52667
932,1.39224,15.1231,2.60018
933,1.39233,15.1898,2.58209
934,2.63642,14.9444,2.71827
935,1.3962,14.9681,2.5578
936,1.43853,14.1355,2.57136
937,1.46501,15.2492,2.53203
938,1.39348,14.8151,2.54664
939,1.40895,15.3997,2.58237
940,1.4146,15.1941,2.5133
941,1.38329,15.3666,2.73414
942,1.44434,14.9677,2.60218
943,1.40906,14.9283,2.59508
944,1.40409,14.9267,2.5527
945,1.38524,15.355,2.53542
946,1.39089,15.575,2.62275
947,1.38786,15.5153,2.60837
948,1.39245,15.1081,2.59368
949,1.39202,15.3017,2.59786
950,1.38537,15.3438,2.59461
951,1.38582,15.2316,2.59343
952,1.39332,15.4055,2.55693
953,1.39049,13.9701,2.5718
954,1.40674,15.1663,2.59301
955,1.40166,14.7304,2.57741
956,1.40311,15.2552,2.58896
957,1.39702,15.0898,2.54837
958,1.38734,14.9413,2.61695
959,1.39188,15.3055,2.66794
960,1.39094,15.2038,2.571
961,1.3825,15.3341,2.53725
962,1.44177,15.2537,2.59243
963,1.35032,15.0118,2.56418
964,1.38177,15.0129,2.57667
965,1.38306,14.6192,2.52282
966,1.38162,14.5051,2.58628
967,1.46163,16.3755,2.58632
968,1.36945,15.106,2.5389
969,1.38378,15.4305,2.58403
970,1.40908,14.8255,2.57494
971,1.40053,15.0292,2.59915
972,1.40331,14.9449,2.55006
973,1.39158,15.4347,2.54592
974,1.39268,15.129,2.64589
975,1.41666,15.3046,2.73219
976,1.3836,15.4375,2.57037
977,1.41275,15.0051,2.67823
978,1.35846,15.0397,2.57233
979,1.38557,14.531,2.53333
980,1.39218,14.6801,2.55804
981,1.3794,14.4492,2.58118
982,1.40155,15.122,2.61163
983,1.39461,15.3633,2.55023
984,1.38453,15.289,2.62667
985,1.39195,15.3774,2.5782
986,1.36358,15.237,2.62899
987,1.39561,15.4872,2.56616
988,1.3942,15.1834,2.60541
989,1.40142,15.1523,2.58552
990,1.39138,14.8624,2.64886
991,1.39346,15.0371,2.55828
992,1.3899,14.1128,2.71199
993,1.39081,15.1091,2.6136
994,1.40509,15.0297,2.60734
995,1.40929,15.3975,2.58378
996,1.39552,14.3991,2.57707
997,1.38161,13.9216,2.58403
998,1.38368,14.52,2.68796
999,1.39954,15.1023,2.59445
1000,1.40536,15.1738,2.57201
1001,1.39363,15.0801,2.60845
1002,1.40419,15.0843,2.6119
1003,1.39739,15.3991,2.55548
1004,1.39453,15.2139,2.63693
1005,1.46154,15.1465,2.57374
1006,1.41214,15.2397,2.71192
1007,1.472,19.3613,3.46503
1008,1.40674,15.348,2.74089
1009,1.38908,15.3854,2.64045
1010,1.47396,14.6639,2.63588
1011,1.40678,15.2221,2.69932
1012,1.4015,15.5068,2.65402
1013,1.40757,15.3119,2.59585
1014,1.39227,15.6308,2.65412
1015,1.40205,15.5258,2.69952
1016,1.39615,14.7135,2.65487
1017,1.35864,14.9532,2.65839
1018,1.47431,15.4681,2.69817
1019,1.40314,15.3357,2.62854
1020,1.40129,15.5449,2.78745
1021,1.40795,15.5397,2.61889
1022,1.40095,15.6548,2.66449
1023,1.40263,15.7292,2.659
1024,1.37082,15.2734,2.74869
1025,1.40389,15.4861,2.70967
1026,1.4126,14.6268,2.73917
1027,1.40084,15.3666,2.62644
1028,1.38847,15.5973,2.68293
1029,1.39094,15.5552,2.63058
1030,1.43403,15.2185,2.68378
1031,1.4032,15.0928,2.65874
1032,1.40137,15.3584,2.67937
1033,1.36475,15.2673,2.58911
1034,1.40849,15.3867,2.75479
1035,1.4111,15.5168,2.7014
1036,1.40134,15.6114,2.78415
1037,1.39999,15.5116,2.66313
1038,1.41429,15.2852,2.7173
1039,1.40187,15.531,2.67348
1040,1.41914,14.8117,2.70088
1041,1.40375,14.1778,2.7142
1042,1.4128,15.5585,2.66609
1043,1.39571,15.9035,2.67502
1044,1.34817,15.5286,2.61384
1045,1.39288,15.5996,2.7338
1046,1.39704,15.3089,2.67833
1047,1.39696,15.7533,2.67875
1048,1.39985,15.9591,2.69717
1049,1.41525,15.7064,2.7459
1050,1.36187,15.5117,2.71937
1051,1.40163,15.7704,2.80358
1052,1.40685,15.6204,2.71093
1053,1.38246,15.4554,2.6638
1054,1.40231,15.5293,2.77863
1055,1.40813,15.5604,2.72577
1056,1.40292,15.5605,2.68046
1057,1.41913,15.2466,2.65325
1058,1.415,15.331,2.64593
1059,1.41754,15.2981,2.72585
1060,1.4066,14.9031,2.69465
1061,1.40033,15.2284,2.74499
1062,1.40117,15.9046,2.71367
1063,1.40063,15.5477,2.6855
1064,1.40563,15.6188,2.79446
1065,1.36441,15.9822,2.67353
1066,1.41916,15.5615,2.66655
1067,1.36785,15.4583,2.72418
1068,1.39514,15.7462,2.6949
1069,1.39614,14.8898,2.7025
1070,1.42336,15.9774,2.78738
1071,1.41452,15.3482,2.80331
1072,1.39361,15.4332,2.67459
1073,1.40149,15.6573,2.74824
1074,1.40324,15.6307,2.69909
1075,1.39827,15.2951,2.64392
1076,1.43021,15.4138,2.71069
1077,1.42462,15.6389,2.81115
1078,1.36805,14.7731,2.67218
1079,1.40555,15.8029,2.7547
1080,1.40365,15.439,2.70642
1081,1.41403,15.7802,2.78026
1082,1.40105,15.6649,2.67822
1083,1.40415,15.7383,2.67045
1084,1.43131,15.7394,2.77272
1085,1.40323,15.8531,2.71058
1086,1.41251,15.6107,2.8155
1087,1.37348,15.6806,2.7056
1088,1.41217,15.6743,2.68592
1089,1.40259,14.84,2.6705
1090,1.39543,15.7213,2.72449
1091,1.41521,15.7262,2.72936
1092,1.41001,15.6417,2.75105
1093,1.40001,15.7664,2.7709
1094,1.40308,15.4109,2.8357
1095,1.40225,15.7719,2.69302
1096,1.41384,15.8669,2.83801
1097,1.40717,15.5788,2.78966
1098,1.40574,15.7788,2.7656
1099,1.40879,16.1004,2.76189
1100,1.41198,15.6507,2.78026
1101,1.40504,15.3597,2.74019
1102,1.39289,15.4452,2.72743
1103,1.40978,15.5836,2.75322
1104,1.41147,15.7702,2.758
1105,1.41569,15.7193,2.73754
1106,1.41218,15.7453,2.77823
1107,1.43032,15.4531,2.72474
1108,1.41141,16.0848,2.89464
1109,1.40333,15.6661,2.71287
1110,1.39749,15.0556,2.71516
1111,1.42503,15.8764,2.75362
1112,1.40471,14.9629,2.78301
1113,1.41392,15.7364,2.78906
1114,1.3664,15.8581,2.72839
1115,1.42462,15.665,2.7564
1116,1.40409,15.316,2.78259
1117,1.36479,15.6798,2.76497
1118,1.41155,15.5658,2.67093
1119,1.40223,14.8944,2.70197
1120,1.39541,15.7466,2.94932
1121,1.39621,15.8795,2.73959
1122,1.40623,15.9819,2.75397
1123,1.39621,15.6976,2.73588
1124,1.40198,15.4251,2.73856
1125,1.39548,15.2327,2.80292
1126,1.41799,15.8588,2.73326
1127,1.41149,15.6584,2.77509
1128,1.3669,15.908,2.80797
1129,1.40071,16.1133,2.83062
1130,1.40295,16.0799,2.75538
1131,1.40954,15.883,2.75251
1132,1.41207,15.9846,2.85689
1133,1.43428,15.2309,2.76198
1134,1.39786,15.2768,2.7921
1135,1.40487,15.7178,2.73731
1136,1.41562,15.9513,2.8373
1137,1.39951,15.6838,2.7641
1138,1.40563,15.7651,2.71871
1139,1.4286,15.9198,2.77178
1140,1.40403,16.0984,2.878
1141,1.40237,15.9011,2.77655
1142,1.40186,15.2597,2.70416
1143,1.4091,15.9834,2.85337
1144,1.40529,15.9027,2.76325
1145,1.41853,15.9516,2.77746
1146,1.43018,15.6939,2.84031
1147,1.40476,15.7028,2.73943
1148,1.39725,15.9652,2.82093
1149,1.37504,15.7579,2.83761
1150,1.40566,15.3905,2.78221
1151,1.40601,15.7449,2.75557
1152,1.39738,16.1985,2.87351
1153,1.38735,15.7604,2.77
1154,1.41031,16.077,2.7983
1155,1.41435,15.3497,2.82656
1156,1.4029,15.0844,2.77601
1157,1.41318,16.0595,2.72965
1158,1.41323,15.9404,2.81881
1159,1.41414,15.9626,2.7909
1160,1.41235,15.4233,2.71396
1161,1.40365,16.1156,2.83838
1162,1.4054,16.0194,2.82182
1163,1.39841,16.0991,2.79033
1164,1.41116,16.3089,2.90563
1165,1.40826,15.3641,2.72287
1166,1.4328,16.1133,2.72997
1167,1.40754,15.8733,2.81142
1168,1.45676,15.9159,2.86014
1169,1.43081,16.2411,2.86723
1170,1.41108,15.7873,2.7864
1171,1.41422,15.9576,2.71915
1172,1.41301,15.2843,2.78836
1173,1.40621,15.7167,2.81396
1174,1.41479,15.761,2.80304
1175,1.40074,16.0449,2.79297
1176,1.39955,16.1907,2.89244
1177,2.11176,27.9726,5.05876
1178,1.4242,16.5322,2.98683
1179,1.39683,15.4976,2.74718
1180,1.41997,15.2873,2.82466
1181,1.40988,16.0242,2.96757
1182,1.40966,16.0344,2.84084
1183,1.39418,16.2947,2.82082
1184,1.41185,15.1632,2.78643
1185,1.41537,16.0399,2.76331
1186,1.41238,15.9984,2.78049
1187,1.40635,15.8606,2.82707
1188,1.40516,16.1817,2.79901
1189,1.39846,15.2646,2.78078
1190,1.40735,15.5381,2.88557
1191,1.41471,16.1762,2.82088
1192,1.40816,16.0553,2.78892
1193,1.4067,16.0444,2.92301
1194,1.41075,16.2385,2.82671
1195,1.39789,16.0324,2.86073
1196,1.4029,15.781,2.75436
1197,1.41502,15.8984,2.83854
1198,1.40124,15.342,2.7603
1199,1.41102,16.0806,2.77086
1200,1.41518,15.9544,2.79535
1201,1.39801,16.102,2.82731
1202,1.38621,15.5525,2.75958
1203,1.41533,15.8966,2.83052
1204,1.41647,15.907,2.83185
1205,1.40685,20.6863,3.80516
1206,1.40854,16.0554,2.91449
1207,1.36551,15.9033,2.84901
1208,1.48946,16.0438,2.84801
1209,1.40695,16.1658,2.86031
1210,1.36253,16.1398,2.79164
1211,1.41235,20.7663,3.8363
1212,1.42323,16.0335,2.90818
1213,1.40664,15.9875,2.90592
1214,1.38642,16.255,2.7869
1215,1.41013,16.0557,2.81607
1216,1.40856,16.2012,2.79351
1217,1.42614,15.7118,2.7985
1218,1.40638,16.1129,2.80415
1219,1.40967,16.253,2.85461
1220,1.41255,15.957,2.9382
1221,1.41663,15.8677,2.75601
1222,1.42111,16.4037,2.7951
1223,1.40748,15.8479,2.83306
1224,1.3763,16.347,2.88946
1225,1.42192,15.898,2.95781
1226,1.41394,15.8943,2.82466
1227,1.40529,15.9293,2.83198
1228,1.40215,16.158,2.81979
1229,1.42103,15.4613,2.77958
1230,1.41494,16.0542,2.84922
1231,1.41032,16.2437,2.77467
1232,1.40732,16.0122,2.88255
1233,1.4083,15.9115,2.93157
1234,1.41634,16.6369,2.97852
1235,1.48812,16.0917,2.91407
1236,1.40714,16.0947,2.87893
1237,1.41396,16.0585,2.91148
1238,1.40725,16.4793,2.93444
1239,1.41419,16.0318,3.00225
1240,1.4161,16.1661,2.80004
1241,1.42183,16.1968,2.95022
1242,1.37908,16.1197,2.89183
1243,1.40608,16.114,2.8177
1244,1.4159,16.0578,2.84894
1245,1.4145,15.8081,2.79196
1246,1.40362,16.1893,2.76773
1247,1.42236,15.977,2.87419
1248,1.40505,16.2793,2.9618
1249,1.39827,16.117,2.94038
1250,1.40542,16.0607,2.94066
1251,1.35748,16.1785,2.7509
1252,1.43542,16.0764,2.83191
1253,1.39839,16.319,2.82887
1254,1.40866,16.2545,2.87711
1255,1.40022,16.1542,2.83978
1256,1.40681,16.0242,2.88703
1257,1.41926,16.5308,2.81908
1258,1.41422,16.8135,2.85284
1259,1.40763,16.2122,2.81382
1260,1.4237,16.2643,2.90078
1261,1.41398,16.1438,2.92736
1262,1.4165,15.52,2.93284
1263,1.42188,16.4265,2.94897
1264,1.42153,16.3398,2.94664
1265,1.41094,16.2961,2.94534
1266,1.42239,16.4223,2.89818
1267,1.41467,16.2067,2.91376
1268,1.40113,16.255,2.90266
1269,1.42976,16.0547,2.87103
1270,1.40125,16.1949,2.97276
1271,1.40828,16.5065,2.85502
1272,1.40833,16.3378,2.92733
1273,1.40774,16.1164,2.90583
1274,1.40728,16.1817,2.83542
1275,1.42754,16.4396,2.98401
1276,1.37177,16.1703,2.91481
1277,1.42286,16.3221,2.96623
1278,1.41366,16.3143,3.03362
1279,1.36586,16.173,2.85641
1280,1.41581,16.3011,2.86097
1281,1.40945,15.4387,3.02228
1282,1.40067,16.184,2.91435
1283,1.41506,16.3248,2.8108
1284,1.40756,16.327,2.82854
1285,1.40685,16.1358,2.96027
1286,1.40104,16.4209,2.89788
1287,1.42328,15.5236,2.84668
1288,1.41466,15.5322,2.93351
1289,1.42171,16.3575,2.93251
1290,1.40114,16.1272,2.93697
1291,1.36422,16.5027,2.90064
1292,1.40825,15.936,2.95414
1293,1.42441,16.3698,2.96429
1294,1.40112,16.212,2.87845
1295,1.40916,15.8577,2.92323
1296,1.40706,16.2771,2.96958
1297,1.40813,16.0411,2.89241
1298,1.40667,16.3285,2.91571
1299,1.41531,16.3109,2.93102
1300,1.4074,16.3598,2.9843
1301,1.40784,16.4195,2.97305
1302,1.41935,15.6924,2.84476
1303,1.40832,16.5602,2.82835
1304,1.41303,16.5735,2.9486
1305,1.41471,16.2199,2.88763
1306,1.38134,16.4732,2.80577
1307,1.40714,16.5195,2.92576
1308,1.41385,16.5073,2.94359
1309,1.37279,16.1765,2.907
1310,1.40743,16.602,2.94448
1311,1.424,16.6051,2.9779
1312,1.40741,16.4174,2.92024
1313,1.40884,16.174,2.8854
1314,1.41938,16.3198,2.98596
1315,1.42354,16.1456,2.97733
1316,1.41635,16.6439,2.84067
1317,1.40132,16.7815,2.98688
1318,1.43125,16.1092,2.90993
1319,1.42544,16.5978,2.89902
1320,1.40646,16.4797,3.00334
1321,1.43024,15.5667,2.80521
1322,1.41414,16.2074,2.81823
1323,1.40799,16.5756,2.88033
1324,1.37173,16.3836,2.85858
1325,1.40821,16.1964,2.90669
1326,1.39948,15.8096,2.89435
1327,1.40832,16.237,2.8923
1328,1.38119,15.9517,2.81995
1329,1.40175,16.4523,2.834
1330,1.41513,16.6775,2.97113
1331,1.41555,16.319,2.92971
1332,1.40044,16.5299,2.80766
1333,1.39669,15.8518,2.8298
1334,1.42466,16.6528,2.96997
1335,1.42212,16.2913,2.95767
1336,1.41528,16.6248,2.92169
1337,1.4011,16.5402,2.92404
1338,1.41587,16.502,2.91254
1339,1.41432,16.274,2.90424
1340,1.40788,15.9781,2.89987
1341,1.4067,16.4207,2.92083
1342,1.41605,16.6791,2.92207
1343,1.40681,16.3193,2.94482
1344,1.41785,16.3534,2.91602
1345,1.42192,16.4954,2.87896
1346,1.40099,16.4476,2.89559
1347,1.41554,16.6385,3.02194
1348,1.38017,16.3637,2.95276
1349,1.38766,16.5804,3.0312
1350,1.40024,16.037,2.82819
1351,1.4139,16.5857,2.93017
1352,1.40897,16.4436,3.01756
1353,1.40029,16.4407,2.91202
1354,1.40301,16.0753,2.90708
1355,1.41493,16.762,2.95724
1356,1.4001,16.4673,2.93437
1357,1.4311,16.8525,2.98577
1358,1.40782,16.097,3.00447
1359,1.41717,16.5827,3.00455
1360,1.4084,16.6963,2.98413
1361,1.41448,16.4249,2.91515
1362,1.4085,16.7346,2.98083
1363,1.46537,16.3036,2.96612
1364,1.40728,16.3583,2.91151
1365,1.40793,16.1049,2.93089
1366,1.40798,16.3745,2.97775
1367,1.40035,16.4094,3.0387
1368,1.41636,16.4384,2.92734
1369,1.41664,16.7533,2.93647
1370,1.40016,16.3175,2.94462
1371,1.36455,16.2805,2.93075
1372,1.40828,16.5833,2.92945
1373,1.40774,16.4569,2.94165
1374,1.42235,16.4431,2.93414
1375,1.37144,16.0945,2.9258
1376,1.40085,15.9593,2.96028
1377,1.4183,16.4414,2.91857
1378,1.40858,16.6748,2.9636
1379,1.38733,16.3048,2.85307
1380,1.40915,16.6242,2.98011
1381,1.40101,16.3718,2.94255
1382,1.40925,16.3484,2.90623
1383,1.41547,16.3479,3.00485
1384,1.40745,16.4545,2.91294
1385,1.41591,16.5187,2.95016
1386,1.40152,16.8073,3.00817
1387,1.35851,16.0618,2.99796
1388,1.40824,16.5226,2.91802
1389,1.41538,16.2939,2.9406
1390,1.36609,15.9064,2.94002
1391,1.37289,16.7286,2.99464
1392,1.42199,16.5361,2.95819
1393,1.46796,16.4879,2.93169
1394,1.36487,16.1537,2.99514
1395,1.41564,16.7677,2.99852
1396,1.40017,16.282,2.92833
1397,1.40034,16.5006,2.91367
1398,1.40181,16.2924,2.99443
1399,1.40772,16.5446,2.95184
1400,1.42242,16.7595,3.01734
1401,1.41028,16.4848,3.05465
1402,1.40787,16.3961,2.94294
1403,1.38009,15.9431,2.90588
1404,1.40727,16.4181,2.9301
1405,1.40778,16.8074,3.00123
1406,1.4153,16.5972,3.03084
1407,1.37185,16.6166,2.97598
1408,1.41585,16.6824,3.02409
1409,1.40961,16.585,2.96768
1410,1.35962,16.4935,2.86656
1411,1.4218,16.514,2.94266
1412,1.41521,16.6971,2.98008
1413,1.40713,16.7117,2.93083
1414,1.40091,15.9226,2.88676
1415,1.38589,16.6788,3.00831
1416,1.41469,16.6198,2.99623
1417,1.4079,16.4806,3.01159
1418,1.40043,16.5206,2.84587
1419,1.45448,16.7658,2.98966
1420,1.36553,16.4534,2.9232
1421,1.40232,16.1458,2.89066
1422,1.38599,16.958,3.02812
1423,1.41626,16.4445,2.98149
1424,1.44338,16.6139,2.98942
1425,1.40115,15.9189,2.98087
1426,1.40799,16.5421,2.96613
1427,1.37895,16.6751,2.98141
1428,1.41475,16.8193,2.89786
1429,1.37232,16.0781,3.01811
1430,1.42425,16.5399,2.95726
1431,1.40858,16.4267,2.98351
1432,1.40083,16.3961,2.9427
1433,1.42974,16.7671,2.94271
1434,1.43011,16.7573,3.0228
1435,1.42271,16.6715,2.98971
1436,1.40995,16.5043,2.94204
1437,1.41057,16.5346,2.95118
1438,1.40024,16.4433,2.98667
1439,1.41682,16.5468,2.94788
1440,1.41436,16.7502,3.03789
1441,1.41702,16.4617,2.96303
1442,1.40705,16.4597,2.94948
1443,1.40903,17.0227,4.28382
1444,1.46906,16.505,3.39475
1445,1.41673,16.877,3.13433
1446,1.4229,16.7275,3.07067
1447,1.37248,16.7479,3.04814
1448,1.41379,16.1971,2.9095
1449,1.50079,16.6546,3.03997
1450,1.38683,16.7474,3.01253
1451,1.40748,16.9033,3.05466
1452,1.41476,16.1361,3.03685
1453,1.3693,16.6026,3.03002
1454,1.42251,16.5992,2.99092
1455,1.41499,16.4809,2.97139
1456,1.40771,16.8063,3.03775
1457,1.40179,16.2334,3.01832
1458,1.41535,16.7585,2.94682
1459,1.40763,16.3153,2.95335
1460,1.41622,16.6377,2.99841
1461,1.40739,16.5272,3.02353
1462,1.40833,16.6297,2.98701
1463,1.40098,16.8735,2.99137
1464,1.4091,16.7558,2.97206
1465,1.41508,16.8792,3.0211
1466,1.41557,16.6393,2.96633
1467,1.40767,16.6233,2.9113
1468,1.39341,17.0486,3.02957
1469,1.37917,16.1129,2.99389
1470,1.41507,16.6562,2.98047
1471,1.42325,16.8837,2.99439
1472,1.41448,16.8785,2.97687
1473,1.40038,16.0225,2.89888
1474,1.40767,16.2248,2.97004
1475,1.4155,16.3725,2.98716
1476,1.41454,16.9015,2.94857
1477,1.41458,16.6299,3.01322
1478,1.42195,16.9276,3.03405
1479,1.42287,16.6158,2.98552
1480,1.41482,16.2148,3.0172
1481,1.41408,16.8252,3.03765
1482,1.41545,16.6501,2.97073
1483,1.41494,16.4376,2.96618
1484,1.37187,16.7782,2.99281
1485,1.42983,16.799,3.05731
1486,1.3995,16.6647,2.9889
1487,1.41522,16.4755,2.98722
1488,1.40037,16.1163,2.9206
1489,1.4239,16.8949,3.08523
1490,1.38088,16.5403,2.96634
1491,1.40735,16.6327,2.9452
1492,1.41795,16.5752,2.96984
1493,1.40898,16.5516,3.02016
1494,1.40013,16.881,3.04196
1495,1.40765,16.5239,2.96081
1496,1.40692,16.6176,3.04097
1497,1.4073,16.6599,2.96211
1498,1.41414,16.8706,2.9839
1499,1.37926,16.7574,3.0467
1500,1.42362,16.5542,2.95827
1501,1.41645,16.593,3.04057
1502,1.40742,16.863,2.99966
1503,1.40878,16.2375,2.98172
1504,1.40784,16.5745,3.05283
1505,1.41726,17.0182,2.96937
1506,1.40771,16.6572,3.03625
1507,1.40079,16.7589,3.09465
1508,1.42249,16.7444,2.98642
1509,1.40144,16.7775,3.05348
1510,1.37834,16.62,2.91792
1511,1.40816,16.8105,2.98516
1512,1.41656,16.7631,3.02235
1513,1.40749,16.1887,2.99975
1514,1.37145,16.6605,3.04491
1515,1.38127,16.6159,2.93677
1516,1.40914,16.6284,3.02801
1517,1.42292,16.6789,2.98979
1518,1.37227,16.8904,2.96815
1519,1.39966,16.2084,3.16946
1520,1.37262,16.8444,2.97093
1521,1.38563,16.6477,3.07609
1522,1.39992,16.257,3.02837
1523,1.42184,17.1409,3.05805
1524,1.41283,16.9096,3.03935
1525,1.41503,17.0142,3.05662
1526,1.41474,16.9877,3.04924
1527,1.41339,17.0607,3.05681
1528,1.40742,16.5506,2.98501
1529,1.41004,16.672,3.02469
1530,1.42584,16.8344,2.99162
1531,1.41473,16.9921,3.01324
1532,1.41499,16.5108,3.0011
1533,1.40775,16.8068,3.05897
1534,1.40737,16.6737,3.01665
1535,1.41511,16.9386,3.01469
1536,1.42422,16.899,2.98271
1537,1.40056,16.281,2.97778
1538,1.38589,16.4725,3.04956
1539,1.37987,16.5986,3.02935
1540,1.41573,17.0055,3.02237
1541,1.42684,17.0199,3.01594
1542,1.42262,16.9367,3.00951
1543,1.40033,16.8528,2.93335
1544,1.38656,17.1777,3.05513
1545,1.40032,17.038,3.02905
1546,1.40642,16.5775,2.97753
1547,1.40933,16.6874,3.02407
1548,1.4153,17.0991,3.04046
1549,1.42265,16.9614,3.09516
1550,1.38649,16.7695,3.00012
1551,1.40855,16.8475,3.01945
1552,1.40838,16.5226,3.01295
1553,1.42923,16.1237,2.90654
1554,1.41459,16.825,2.99261
1555,1.39986,16.7547,3.01854
1556,1.42195,16.5538,2.98033
1557,1.37899,16.9356,3.06376
1558,1.37526,16.7156,3.02663
1559,1.42342,16.7111,2.95807
1560,1.43029,16.8431,3.04073
1561,1.42202,17.0563,3.05623
1562,1.41543,16.5364,3.04955
1563,1.4097,16.7301,3.03951
1564,1.4303,16.9248,3.01218
1565,1.36492,16.8784,2.95742
1566,1.37117,16.113,3.03317
1567,1.41134,16.6418,2.96537
1568,1.40845,16.7126,2.96108
1569,1.40786,17.2244,3.07871
1570,1.41627,17.07,3.03338
1571,1.40837,16.7026,3.00357
1572,1.38723,16.5511,3.00207
1573,1.41409,17.1623,3.0205
1574,1.40693,16.9773,3.046
1575,1.38833,16.9393,3.14104
1576,1.37506,17.0937,2.98165
1577,1.43037,16.7098,2.99079
1578,1.41647,16.9945,3.00875
1579,1.41495,17.1254,3.07573
1580,1.40824,16.977,3.05696
1581,1.40672,16.5124,2.94316
1582,1.4216,17.0722,3.05963
1583,1.42443,17.0347,3.01344
1584,1.41462,16.9312,3.07048
1585,1.40804,16.9296,3.05125
1586,1.4087,17.0936,3.00164
1587,1.40244,16.2584,2.95364
1588,1.40621,17.0533,3.0582
1589,1.42205,17.0621,3.02447
1590,1.40691,16.8484,3.06106
1591,1.40789,17.1922,3.05851
1592,1.41483,16.9012,2.98043
1593,1.41487,16.9912,3.00802
1594,1.36468,17.4616,3.07591
1595,1.40014,17.1581,3.11184
1596,1.3786,17.0392,3.11894
1597,1.39253,16.8655,3.00439
1598,1.39987,16.6098,3.04162
1599,1.38976,16.7849,3.02372
1600,1.43811,17.2987,3.10334
1601,1.41477,17.0772,3.04761
1602,1.40897,17.0487,3.08349
1603,1.40062,16.8905,3.02712
1604,1.41509,16.9384,3.04457
1605,1.42249,17.2117,3.04819
1606,1.41496,16.9951,3.09522
1607,1.41429,17.3948,3.1079
1608,1.43034,16.4821,3.03801
1609,2.25711,17.1714,3.03908
1610,1.37334,16.7003,3.19687
1611,1.40874,17.1137,3.00669
1612,1.4214,16.8879,3.06956
1613,1.38594,16.8895,2.99483
1614,1.40754,17.3661,3.06443
1615,1.38554,17.2159,3.04791
1616,1.39413,16.6792,3.01414
